You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
/home/nbrady/.local/lib/python3.9/site-packages/torchio/data/image.py:248: UserWarning: Using TorchIO images without a torchio.SubjectsLoader in PyTorch >= 2.3 might have unexpected consequences, e.g., the collated batches will be instances of torchio.Subject with 5D images. Replace your PyTorch DataLoader with a torchio.SubjectsLoader so that the collated batch becomes a dictionary, as expected. See https://github.com/fepegar/torchio/issues/1179 for more context about this issue.
  warnings.warn(message, stacklevel=1)
/home/nbrady/.local/lib/python3.9/site-packages/torchio/data/image.py:248: UserWarning: Using TorchIO images without a torchio.SubjectsLoader in PyTorch >= 2.3 might have unexpected consequences, e.g., the collated batches will be instances of torchio.Subject with 5D images. Replace your PyTorch DataLoader with a torchio.SubjectsLoader so that the collated batch becomes a dictionary, as expected. See https://github.com/fepegar/torchio/issues/1179 for more context about this issue.
  warnings.warn(message, stacklevel=1)
Columns in the dataframe:  Index(['Subject ID', 'MRI ID', 'Group', 'Visit', 'MR Delay', 'M/F', 'Hand',
       'Age', 'EDUC', 'SES', 'MMSE', 'CDR', 'eTIV', 'nWBV', 'ASF', 'MRI-URL',
       'Generated_descriptions'],
      dtype='object')
Data in the dataloader: Index(['Subject ID', 'MRI ID', 'Group', 'Visit', 'MR Delay', 'M/F', 'Hand',
       'Age', 'EDUC', 'SES', 'MMSE', 'CDR', 'eTIV', 'nWBV', 'ASF', 'MRI-URL',
       'Generated_descriptions', 'MMSE_bin', 'MMSE_bin_codes',
       'MMSE_transformed'],
      dtype='object')
torch.Size([16])
torch.Size([16, 1, 128, 256, 256])
Hyperparameters:
batch_size: 8
epochs: 300
learning_rate: 0.0001
n_heads: 4
n_layers: 3
dropout: 0.15
patch_size: 16
in_channels: 1
out_channels: 128
embedding_text_dim: 128
vocab_size: 32000
max_seq_length: 300
patience: 10
img_depth: 128
img_height: 256
img_width: 256
img_dims: (128, 256, 256)
Initializing data loader
Getting dataloaders
Columns in the dataframe:  Index(['Subject ID', 'MRI ID', 'Group', 'Visit', 'MR Delay', 'M/F', 'Hand',
       'Age', 'EDUC', 'SES', 'MMSE', 'CDR', 'eTIV', 'nWBV', 'ASF', 'MRI-URL',
       'Generated_descriptions'],
      dtype='object')
Data in the dataloader: Index(['Subject ID', 'MRI ID', 'Group', 'Visit', 'MR Delay', 'M/F', 'Hand',
       'Age', 'EDUC', 'SES', 'MMSE', 'CDR', 'eTIV', 'nWBV', 'ASF', 'MRI-URL',
       'Generated_descriptions', 'MMSE_bin', 'MMSE_bin_codes',
       'MMSE_transformed'],
      dtype='object')
Finished loading the data
Device: cuda
Epoch 1: train_loss 11.1895, train_text_loss 10.3343, val_loss 10.9521, val_text_loss 10.2636, train_acc 0.5556, val_acc 0.6071
Epoch 23: train_loss 9.2950, train_text_loss 8.6105, val_loss 9.2080, val_text_loss 8.5294, train_acc 0.6296, val_acc 0.6429
Epoch 24: train_loss 9.1701, train_text_loss 8.5307, val_loss 9.1075, val_text_loss 8.4416, train_acc 0.5679, val_acc 0.6429
Epoch 25: train_loss 9.1343, train_text_loss 8.4511, val_loss 9.0483, val_text_loss 8.3602, train_acc 0.6914, val_acc 0.5357
Epoch 26: train_loss 9.0623, train_text_loss 8.3669, val_loss 9.0494, val_text_loss 8.2789, train_acc 0.5679, val_acc 0.4286
Epoch 27: train_loss 9.0086, train_text_loss 8.2884, val_loss 8.9356, val_text_loss 8.2010, train_acc 0.5062, val_acc 0.4286
Epoch 28: train_loss 8.9003, train_text_loss 8.2091, val_loss 8.8416, val_text_loss 8.1208, train_acc 0.5926, val_acc 0.6071
Epoch 29: train_loss 8.7385, train_text_loss 8.1262, val_loss 8.6870, val_text_loss 8.0362, train_acc 0.6790, val_acc 0.6429
Epoch 30: train_loss 8.7692, train_text_loss 8.0459, val_loss 8.6560, val_text_loss 7.9582, train_acc 0.6790, val_acc 0.5357
Epoch 31: train_loss 8.5996, train_text_loss 7.9617, val_loss 8.5152, val_text_loss 7.8791, train_acc 0.6296, val_acc 0.6071
Epoch 32: train_loss 8.6082, train_text_loss 7.8842, val_loss 8.4713, val_text_loss 7.8089, train_acc 0.5926, val_acc 0.6071
Epoch 33: train_loss 8.5108, train_text_loss 7.8161, val_loss 8.4074, val_text_loss 7.7408, train_acc 0.5556, val_acc 0.6429
Epoch 34: train_loss 8.4945, train_text_loss 7.7469, val_loss 8.2886, val_text_loss 7.6629, train_acc 0.5556, val_acc 0.6071
Epoch 35: train_loss 8.2983, train_text_loss 7.6723, val_loss 8.2459, val_text_loss 7.5922, train_acc 0.6543, val_acc 0.6071
Epoch 36: train_loss 8.2423, train_text_loss 7.5954, val_loss 8.1466, val_text_loss 7.5168, train_acc 0.5802, val_acc 0.6071
Epoch 37: train_loss 8.2295, train_text_loss 7.5228, val_loss 8.1006, val_text_loss 7.4385, train_acc 0.5309, val_acc 0.6429
Epoch 38: train_loss 8.0696, train_text_loss 7.4416, val_loss 8.0080, val_text_loss 7.3627, train_acc 0.5802, val_acc 0.6429
Epoch 39: train_loss 7.9988, train_text_loss 7.3649, val_loss 7.9005, val_text_loss 7.2898, train_acc 0.6420, val_acc 0.6071
Epoch 40: train_loss 7.9595, train_text_loss 7.2910, val_loss 7.8990, val_text_loss 7.2126, train_acc 0.6173, val_acc 0.6429
Epoch 41: train_loss 7.8502, train_text_loss 7.2177, val_loss 7.7524, val_text_loss 7.1401, train_acc 0.6543, val_acc 0.6071
Epoch 42: train_loss 7.8296, train_text_loss 7.1511, val_loss 7.7617, val_text_loss 7.0777, train_acc 0.6173, val_acc 0.6429
Epoch 43: train_loss 7.7450, train_text_loss 7.0826, val_loss 7.6838, val_text_loss 7.0185, train_acc 0.5802, val_acc 0.5000
Epoch 44: train_loss 7.6340, train_text_loss 7.0313, val_loss 7.6023, val_text_loss 6.9593, train_acc 0.7284, val_acc 0.6071
Epoch 45: train_loss 7.6158, train_text_loss 6.9605, val_loss 7.5509, val_text_loss 6.9001, train_acc 0.6296, val_acc 0.6071
Epoch 46: train_loss 7.6241, train_text_loss 6.9023, val_loss 7.4884, val_text_loss 6.8425, train_acc 0.5926, val_acc 0.6071
Epoch 47: train_loss 7.4866, train_text_loss 6.8339, val_loss 7.4782, val_text_loss 6.7821, train_acc 0.6543, val_acc 0.6071
Epoch 48: train_loss 7.3877, train_text_loss 6.7797, val_loss 7.3903, val_text_loss 6.7192, train_acc 0.6914, val_acc 0.6071
Epoch 49: train_loss 7.3993, train_text_loss 6.7179, val_loss 7.3161, val_text_loss 6.6646, train_acc 0.5309, val_acc 0.6071
Epoch 50: train_loss 7.2727, train_text_loss 6.6613, val_loss 7.3007, val_text_loss 6.6165, train_acc 0.6173, val_acc 0.6429
Epoch 51: train_loss 7.2850, train_text_loss 6.6145, val_loss 7.2244, val_text_loss 6.5647, train_acc 0.6173, val_acc 0.6429
Epoch 52: train_loss 7.2637, train_text_loss 6.5602, val_loss 7.1291, val_text_loss 6.5206, train_acc 0.6296, val_acc 0.6071
Epoch 53: train_loss 7.2042, train_text_loss 6.5030, val_loss 7.1541, val_text_loss 6.4597, train_acc 0.5926, val_acc 0.5714
Epoch 54: train_loss 7.2141, train_text_loss 6.4693, val_loss 7.0848, val_text_loss 6.4105, train_acc 0.5309, val_acc 0.4643
Epoch 55: train_loss 7.0653, train_text_loss 6.4136, val_loss 6.9968, val_text_loss 6.3798, train_acc 0.5926, val_acc 0.6071
Epoch 56: train_loss 6.9659, train_text_loss 6.3666, val_loss 6.9325, val_text_loss 6.3205, train_acc 0.6420, val_acc 0.6786
Epoch 57: train_loss 6.9682, train_text_loss 6.3137, val_loss 6.9392, val_text_loss 6.2741, train_acc 0.6173, val_acc 0.6071
Epoch 58: train_loss 6.9253, train_text_loss 6.2709, val_loss 6.9374, val_text_loss 6.2254, train_acc 0.6420, val_acc 0.6786
Epoch 59: train_loss 6.9101, train_text_loss 6.2159, val_loss 6.7928, val_text_loss 6.1702, train_acc 0.6173, val_acc 0.6071
Epoch 60: train_loss 6.7742, train_text_loss 6.1723, val_loss 6.7913, val_text_loss 6.1280, train_acc 0.6420, val_acc 0.6429
Epoch 61: train_loss 6.7467, train_text_loss 6.1202, val_loss 6.7013, val_text_loss 6.0784, train_acc 0.6420, val_acc 0.6071
Epoch 62: train_loss 6.7051, train_text_loss 6.0788, val_loss 6.6972, val_text_loss 6.0455, train_acc 0.6543, val_acc 0.6429
Epoch 63: train_loss 6.6507, train_text_loss 6.0395, val_loss 6.6888, val_text_loss 5.9973, train_acc 0.6914, val_acc 0.6071
Epoch 64: train_loss 6.8391, train_text_loss 6.0118, val_loss 6.5995, val_text_loss 5.9698, train_acc 0.6296, val_acc 0.6071
Epoch 65: train_loss 6.6461, train_text_loss 5.9659, val_loss 6.5591, val_text_loss 5.9223, train_acc 0.6296, val_acc 0.5357
Epoch 66: train_loss 6.6136, train_text_loss 5.9254, val_loss 6.6103, val_text_loss 5.8904, train_acc 0.5679, val_acc 0.5000
Epoch 67: train_loss 6.5531, train_text_loss 5.8986, val_loss 6.5407, val_text_loss 5.8566, train_acc 0.6420, val_acc 0.5357
Epoch 68: train_loss 6.5676, train_text_loss 5.8505, val_loss 6.4562, val_text_loss 5.8284, train_acc 0.5556, val_acc 0.6071
Epoch 69: train_loss 6.3863, train_text_loss 5.8133, val_loss 6.5036, val_text_loss 5.7957, train_acc 0.6790, val_acc 0.6429
Epoch 70: train_loss 6.4529, train_text_loss 5.7789, val_loss 6.4326, val_text_loss 5.7689, train_acc 0.6049, val_acc 0.6786
Epoch 71: train_loss 6.3721, train_text_loss 5.7438, val_loss 6.3605, val_text_loss 5.7286, train_acc 0.5926, val_acc 0.6429
Epoch 72: train_loss 6.3635, train_text_loss 5.7090, val_loss 6.3922, val_text_loss 5.7038, train_acc 0.6296, val_acc 0.5714
Epoch 73: train_loss 6.2890, train_text_loss 5.6744, val_loss 6.3049, val_text_loss 5.6623, train_acc 0.6296, val_acc 0.5357
Epoch 74: train_loss 6.2381, train_text_loss 5.6547, val_loss 6.2718, val_text_loss 5.6309, train_acc 0.7037, val_acc 0.6071
Epoch 75: train_loss 6.2803, train_text_loss 5.6125, val_loss 6.2513, val_text_loss 5.5987, train_acc 0.6173, val_acc 0.6429
Epoch 76: train_loss 6.2033, train_text_loss 5.5859, val_loss 6.2494, val_text_loss 5.5679, train_acc 0.6790, val_acc 0.6071
Epoch 77: train_loss 6.1692, train_text_loss 5.5606, val_loss 6.2023, val_text_loss 5.5336, train_acc 0.6296, val_acc 0.5714
Epoch 78: train_loss 6.1527, train_text_loss 5.5088, val_loss 6.1724, val_text_loss 5.5036, train_acc 0.6173, val_acc 0.6071
Epoch 79: train_loss 6.2232, train_text_loss 5.5025, val_loss 6.1410, val_text_loss 5.4743, train_acc 0.6543, val_acc 0.6071
Epoch 80: train_loss 6.0286, train_text_loss 5.4595, val_loss 6.1530, val_text_loss 5.4528, train_acc 0.6914, val_acc 0.5714
Epoch 81: train_loss 6.1185, train_text_loss 5.4247, val_loss 6.0471, val_text_loss 5.4123, train_acc 0.6296, val_acc 0.6071
Epoch 82: train_loss 6.0870, train_text_loss 5.3996, val_loss 6.1040, val_text_loss 5.3949, train_acc 0.6420, val_acc 0.6429
Epoch 83: train_loss 6.0155, train_text_loss 5.3873, val_loss 6.2045, val_text_loss 5.3853, train_acc 0.6420, val_acc 0.6429
Epoch 84: train_loss 6.1022, train_text_loss 5.3808, val_loss 6.0166, val_text_loss 5.3518, train_acc 0.6049, val_acc 0.5714
Epoch 85: train_loss 6.0215, train_text_loss 5.3501, val_loss 6.0171, val_text_loss 5.3377, train_acc 0.6296, val_acc 0.5357
Epoch 86: train_loss 5.9832, train_text_loss 5.3133, val_loss 5.9987, val_text_loss 5.3164, train_acc 0.5802, val_acc 0.4643
Epoch 87: train_loss 5.8865, train_text_loss 5.2932, val_loss 5.9906, val_text_loss 5.2971, train_acc 0.7407, val_acc 0.6071
Epoch 88: train_loss 5.9356, train_text_loss 5.2826, val_loss 5.9608, val_text_loss 5.2655, train_acc 0.6420, val_acc 0.6429
Epoch 89: train_loss 5.8632, train_text_loss 5.2541, val_loss 5.9126, val_text_loss 5.2445, train_acc 0.6790, val_acc 0.6429
Epoch 90: train_loss 5.8467, train_text_loss 5.2283, val_loss 5.9171, val_text_loss 5.2358, train_acc 0.6173, val_acc 0.6429
Epoch 91: train_loss 5.8531, train_text_loss 5.2242, val_loss 5.8743, val_text_loss 5.2125, train_acc 0.7160, val_acc 0.6071
Epoch 92: train_loss 5.8399, train_text_loss 5.2146, val_loss 5.8562, val_text_loss 5.2003, train_acc 0.6914, val_acc 0.6071
Epoch 93: train_loss 5.8264, train_text_loss 5.1823, val_loss 5.9099, val_text_loss 5.1949, train_acc 0.6173, val_acc 0.6071
Epoch 94: train_loss 5.7507, train_text_loss 5.1511, val_loss 5.7977, val_text_loss 5.1596, train_acc 0.6543, val_acc 0.5714
Epoch 95: train_loss 5.8132, train_text_loss 5.1387, val_loss 6.0190, val_text_loss 5.1528, train_acc 0.6667, val_acc 0.6429
Epoch 96: train_loss 5.7573, train_text_loss 5.1166, val_loss 5.8214, val_text_loss 5.1164, train_acc 0.6296, val_acc 0.6429
Epoch 97: train_loss 5.7352, train_text_loss 5.1033, val_loss 5.8068, val_text_loss 5.1226, train_acc 0.6296, val_acc 0.5714
Epoch 98: train_loss 5.6961, train_text_loss 5.0894, val_loss 5.7855, val_text_loss 5.0980, train_acc 0.6420, val_acc 0.5714
Epoch 99: train_loss 5.7832, train_text_loss 5.0909, val_loss 5.7980, val_text_loss 5.0918, train_acc 0.6790, val_acc 0.5714
Epoch 100: train_loss 5.7031, train_text_loss 5.0822, val_loss 5.7146, val_text_loss 5.0527, train_acc 0.7284, val_acc 0.5714
Epoch 101: train_loss 5.7374, train_text_loss 5.0554, val_loss 5.7100, val_text_loss 5.0420, train_acc 0.6420, val_acc 0.5714
Epoch 102: train_loss 5.6498, train_text_loss 5.0198, val_loss 5.6973, val_text_loss 5.0164, train_acc 0.5432, val_acc 0.5714
Epoch 103: train_loss 5.5807, train_text_loss 4.9987, val_loss 5.7050, val_text_loss 5.0171, train_acc 0.6049, val_acc 0.5714
Epoch 104: train_loss 5.6073, train_text_loss 4.9769, val_loss 5.7379, val_text_loss 5.0019, train_acc 0.6543, val_acc 0.6786
Epoch 105: train_loss 5.6947, train_text_loss 4.9521, val_loss 5.6434, val_text_loss 4.9651, train_acc 0.5926, val_acc 0.6786
Epoch 106: train_loss 5.5178, train_text_loss 4.9415, val_loss 5.6555, val_text_loss 4.9582, train_acc 0.6543, val_acc 0.5714
Epoch 107: train_loss 5.5744, train_text_loss 4.9334, val_loss 5.6266, val_text_loss 4.9344, train_acc 0.6914, val_acc 0.5714
Epoch 108: train_loss 5.5157, train_text_loss 4.9228, val_loss 5.5617, val_text_loss 4.9085, train_acc 0.6914, val_acc 0.5714
Epoch 109: train_loss 5.6009, train_text_loss 4.9067, val_loss 5.5998, val_text_loss 4.8953, train_acc 0.5926, val_acc 0.6071
Epoch 110: train_loss 5.5663, train_text_loss 4.8962, val_loss 5.5596, val_text_loss 4.8798, train_acc 0.6420, val_acc 0.5714
Epoch 111: train_loss 5.4440, train_text_loss 4.8540, val_loss 5.5316, val_text_loss 4.8567, train_acc 0.7160, val_acc 0.5714
Epoch 112: train_loss 5.4837, train_text_loss 4.8299, val_loss 5.5299, val_text_loss 4.8378, train_acc 0.6420, val_acc 0.6429
Epoch 113: train_loss 5.4510, train_text_loss 4.8360, val_loss 5.5097, val_text_loss 4.8229, train_acc 0.6296, val_acc 0.6429
Epoch 114: train_loss 5.4866, train_text_loss 4.8369, val_loss 5.5847, val_text_loss 4.8130, train_acc 0.6667, val_acc 0.6429
Epoch 115: train_loss 5.4457, train_text_loss 4.8026, val_loss 5.5200, val_text_loss 4.7997, train_acc 0.6420, val_acc 0.6071
Epoch 116: train_loss 5.3760, train_text_loss 4.7999, val_loss 5.4400, val_text_loss 4.7667, train_acc 0.6914, val_acc 0.6071
Epoch 117: train_loss 5.3890, train_text_loss 4.7675, val_loss 5.4305, val_text_loss 4.7477, train_acc 0.6173, val_acc 0.6071
Epoch 118: train_loss 5.4874, train_text_loss 4.7755, val_loss 5.4531, val_text_loss 4.7382, train_acc 0.6543, val_acc 0.6429
Epoch 119: train_loss 5.3722, train_text_loss 4.7456, val_loss 5.3890, val_text_loss 4.7103, train_acc 0.6543, val_acc 0.6071
Epoch 120: train_loss 5.3217, train_text_loss 4.6972, val_loss 5.3961, val_text_loss 4.7020, train_acc 0.6667, val_acc 0.6071
Epoch 121: train_loss 5.2905, train_text_loss 4.6782, val_loss 5.4052, val_text_loss 4.6860, train_acc 0.7284, val_acc 0.6429
Epoch 122: train_loss 5.2284, train_text_loss 4.6670, val_loss 5.5279, val_text_loss 4.6784, train_acc 0.6914, val_acc 0.6429
Epoch 123: train_loss 5.2306, train_text_loss 4.6416, val_loss 5.4027, val_text_loss 4.6479, train_acc 0.6790, val_acc 0.6429
Epoch 124: train_loss 5.2385, train_text_loss 4.6229, val_loss 5.3771, val_text_loss 4.6273, train_acc 0.6420, val_acc 0.6071
Epoch 125: train_loss 5.2161, train_text_loss 4.5988, val_loss 5.3200, val_text_loss 4.6200, train_acc 0.6420, val_acc 0.5714
Epoch 126: train_loss 5.1423, train_text_loss 4.5898, val_loss 5.3266, val_text_loss 4.5985, train_acc 0.7160, val_acc 0.5714
Epoch 127: train_loss 5.1409, train_text_loss 4.5963, val_loss 5.2967, val_text_loss 4.5738, train_acc 0.6790, val_acc 0.5714
Epoch 128: train_loss 5.2557, train_text_loss 4.5690, val_loss 5.2910, val_text_loss 4.5552, train_acc 0.7284, val_acc 0.6071
Epoch 129: train_loss 5.2159, train_text_loss 4.5483, val_loss 5.2511, val_text_loss 4.5187, train_acc 0.6667, val_acc 0.5357
Epoch 130: train_loss 5.1402, train_text_loss 4.5151, val_loss 5.1470, val_text_loss 4.4856, train_acc 0.6173, val_acc 0.5714
Epoch 131: train_loss 5.0990, train_text_loss 4.5055, val_loss 5.2108, val_text_loss 4.4758, train_acc 0.7160, val_acc 0.6429
Epoch 132: train_loss 5.0778, train_text_loss 4.4589, val_loss 5.1951, val_text_loss 4.4509, train_acc 0.6173, val_acc 0.6429
Epoch 133: train_loss 5.1402, train_text_loss 4.4758, val_loss 5.1496, val_text_loss 4.4477, train_acc 0.6420, val_acc 0.5714
Epoch 134: train_loss 5.0863, train_text_loss 4.4611, val_loss 5.1251, val_text_loss 4.4124, train_acc 0.6296, val_acc 0.5714
Epoch 135: train_loss 5.1987, train_text_loss 4.4448, val_loss 5.1336, val_text_loss 4.4011, train_acc 0.6296, val_acc 0.6071
Epoch 136: train_loss 4.9673, train_text_loss 4.4153, val_loss 5.0658, val_text_loss 4.3753, train_acc 0.7037, val_acc 0.5357
Epoch 137: train_loss 4.9546, train_text_loss 4.3749, val_loss 5.0941, val_text_loss 4.3569, train_acc 0.6914, val_acc 0.6429
Epoch 138: train_loss 4.9531, train_text_loss 4.3836, val_loss 5.0514, val_text_loss 4.3391, train_acc 0.7284, val_acc 0.6429
Epoch 139: train_loss 4.9480, train_text_loss 4.3391, val_loss 5.0802, val_text_loss 4.3262, train_acc 0.6543, val_acc 0.5714
Epoch 140: train_loss 5.0057, train_text_loss 4.3091, val_loss 5.0252, val_text_loss 4.2927, train_acc 0.5802, val_acc 0.5714
Epoch 141: train_loss 4.8439, train_text_loss 4.3010, val_loss 4.9594, val_text_loss 4.2542, train_acc 0.7284, val_acc 0.5714
Epoch 142: train_loss 4.9060, train_text_loss 4.3082, val_loss 4.9996, val_text_loss 4.2459, train_acc 0.6296, val_acc 0.6071
Epoch 143: train_loss 4.9117, train_text_loss 4.2813, val_loss 4.9360, val_text_loss 4.2271, train_acc 0.6667, val_acc 0.6071
Epoch 144: train_loss 4.9736, train_text_loss 4.2491, val_loss 4.9426, val_text_loss 4.1882, train_acc 0.5802, val_acc 0.5357
Epoch 145: train_loss 4.8595, train_text_loss 4.2408, val_loss 4.9018, val_text_loss 4.1853, train_acc 0.6049, val_acc 0.6071
Epoch 146: train_loss 4.8305, train_text_loss 4.2164, val_loss 4.8942, val_text_loss 4.1632, train_acc 0.7037, val_acc 0.5714
Epoch 147: train_loss 4.7565, train_text_loss 4.1531, val_loss 4.8687, val_text_loss 4.1336, train_acc 0.6420, val_acc 0.5714
Epoch 148: train_loss 4.7770, train_text_loss 4.1667, val_loss 4.7855, val_text_loss 4.0924, train_acc 0.6914, val_acc 0.6429
Epoch 149: train_loss 4.8352, train_text_loss 4.1453, val_loss 4.8545, val_text_loss 4.0997, train_acc 0.6049, val_acc 0.5357
Epoch 150: train_loss 4.7269, train_text_loss 4.0945, val_loss 4.7810, val_text_loss 4.0648, train_acc 0.6173, val_acc 0.5714
Epoch 151: train_loss 4.6991, train_text_loss 4.0902, val_loss 4.7154, val_text_loss 4.0422, train_acc 0.6296, val_acc 0.5714
Epoch 152: train_loss 4.7212, train_text_loss 4.0908, val_loss 4.7412, val_text_loss 4.0242, train_acc 0.6667, val_acc 0.5357
Epoch 153: train_loss 4.6906, train_text_loss 4.0666, val_loss 4.7107, val_text_loss 4.0037, train_acc 0.6667, val_acc 0.6071
Epoch 154: train_loss 4.5386, train_text_loss 4.0106, val_loss 4.7602, val_text_loss 3.9944, train_acc 0.7531, val_acc 0.6071
Epoch 155: train_loss 4.6889, train_text_loss 4.0173, val_loss 4.7289, val_text_loss 3.9792, train_acc 0.7037, val_acc 0.5357
